Time (s);sFiltered 0;Min frequency band;Max frequency band
5.0000000000e+000;1.8381244747e+000;;
5.0000000000e+000;1.8292300958e+000;;
5.0000000000e+000;1.8204518193e+000;;
5.0000000000e+000;1.8117872115e+000;;
5.0000000000e+000;1.8032338564e+000;;
5.0000000000e+000;1.7947894453e+000;;
5.0000000000e+000;1.7864517863e+000;;
5.0000000000e+000;1.7782186762e+000;;
5.0000000000e+000;1.7700880527e+000;;
5.0000000000e+000;1.7620578867e+000;;
5.0000000000e+000;1.7541262537e+000;;
5.0000000000e+000;1.7462912327e+000;;
5.0000000000e+000;1.7385510053e+000;;
5.0000000000e+000;1.7309038113e+000;;
5.0000000000e+000;1.7233478749e+000;;
5.0000000000e+000;1.7158815701e+000;;
5.0000000000e+000;1.7085032721e+000;;
5.0000000000e+000;1.7012113684e+000;;
5.0000000000e+000;1.6940043640e+000;;
5.0000000000e+000;1.6868807543e+000;;
5.0000000000e+000;1.6798390884e+000;;
5.0000000000e+000;1.6728779747e+000;;
5.0000000000e+000;1.6659960093e+000;;
5.0000000000e+000;1.6591918856e+000;;
5.0000000000e+000;1.6524642942e+000;;
5.0000000000e+000;1.6458119600e+000;;
5.0000000000e+000;1.6392336806e+000;;
5.0000000000e+000;1.6327282221e+000;;
5.0000000000e+000;1.6262944256e+000;;
5.0000000000e+000;1.6199311478e+000;;
5.0000000000e+000;1.6136372877e+000;;
5.0000000000e+000;1.6074117306e+000;;
5.0000000000e+000;1.6012534311e+000;;
5.0000000000e+000;1.5951613465e+000;;
5.0000000000e+000;1.5891344722e+000;;
5.0000000000e+000;1.5831718243e+000;;
5.0000000000e+000;1.5772724252e+000;;
5.0000000000e+000;1.5714353376e+000;;
5.0000000000e+000;1.5656596407e+000;;
5.0000000000e+000;1.5599444373e+000;;
5.0000000000e+000;1.5542888368e+000;;
5.0000000000e+000;1.5486919824e+000;;
5.0000000000e+000;1.5431530287e+000;;
5.0000000000e+000;1.5376711565e+000;;
5.0000000000e+000;1.5322455586e+000;;
5.0000000000e+000;1.5268754374e+000;;
5.0000000000e+000;1.5215600312e+000;;
5.0000000000e+000;1.5162985796e+000;;
5.0000000000e+000;1.5110903367e+000;;
5.0000000000e+000;1.5059345953e+000;;
5.0000000000e+000;1.5008306055e+000;;
5.0000000000e+000;1.4957777055e+000;;
5.0000000000e+000;1.4907752049e+000;;
5.0000000000e+000;1.4858224260e+000;;
5.0000000000e+000;1.4809187294e+000;;
5.0000000000e+000;1.4760634621e+000;;
5.0000000000e+000;1.4712559928e+000;;
5.0000000000e+000;1.4664957131e+000;;
5.0000000000e+000;1.4617820046e+000;;
5.0000000000e+000;1.4571142838e+000;;
5.0000000000e+000;1.4524919642e+000;;
5.0000000000e+000;1.4479144694e+000;;
5.0000000000e+000;1.4433812496e+000;;
5.0000000000e+000;1.4388917475e+000;;
5.0000000000e+000;1.4344454243e+000;;
5.0000000000e+000;1.4300417447e+000;;
5.0000000000e+000;1.4256801964e+000;;
5.0000000000e+000;1.4213602654e+000;;
5.0000000000e+000;1.4170814492e+000;;
5.0000000000e+000;1.4128432587e+000;;
5.0000000000e+000;1.4086451998e+000;;
5.0000000000e+000;1.4044868079e+000;;
5.0000000000e+000;1.4003676130e+000;;
5.0000000000e+000;1.3962871530e+000;;
5.0000000000e+000;1.3922449882e+000;;
5.0000000000e+000;1.3882406631e+000;;
5.0000000000e+000;1.3842737489e+000;;
5.0000000000e+000;1.3803438197e+000;;
5.0000000000e+000;1.3764504458e+000;;
5.0000000000e+000;1.3725932261e+000;;
5.0000000000e+000;1.3687717489e+000;;
5.0000000000e+000;1.3649856178e+000;;
5.0000000000e+000;1.3612344363e+000;;
5.0000000000e+000;1.3575178216e+000;;
5.0000000000e+000;1.3538353940e+000;;
5.0000000000e+000;1.3501867780e+000;;
5.0000000000e+000;1.3465716071e+000;;
5.0000000000e+000;1.3429895225e+000;;
5.0000000000e+000;1.3394401691e+000;;
5.0000000000e+000;1.3359231961e+000;;
5.0000000000e+000;1.3324382614e+000;;
5.0000000000e+000;1.3289850237e+000;;
5.0000000000e+000;1.3255631526e+000;;
5.0000000000e+000;1.3221723207e+000;;
5.0000000000e+000;1.3188122069e+000;;
5.0000000000e+000;1.3154824905e+000;;
5.0000000000e+000;1.3121828630e+000;;
5.0000000000e+000;1.3089130147e+000;;
5.0000000000e+000;1.3056726445e+000;;
5.0000000000e+000;1.3024614553e+000;;
5.0000000000e+000;1.2992791529e+000;;
5.0000000000e+000;1.2961254455e+000;;
5.0000000000e+000;1.2930000594e+000;;
5.0000000000e+000;1.2899027045e+000;;
5.0000000000e+000;1.2868331089e+000;;
5.0000000000e+000;1.2837910009e+000;;
5.0000000000e+000;1.2807761142e+000;;
5.0000000000e+000;1.2777881855e+000;;
5.0000000000e+000;1.2748269553e+000;;
5.0000000000e+000;1.2718921673e+000;;
5.0000000000e+000;1.2689835713e+000;;
5.0000000000e+000;1.2661009202e+000;;
5.0000000000e+000;1.2632439684e+000;;
5.0000000000e+000;1.2604124764e+000;;
5.0000000000e+000;1.2576062068e+000;;
5.0000000000e+000;1.2548249267e+000;;
5.0000000000e+000;1.2520684054e+000;;
5.0000000000e+000;1.2493364161e+000;;
5.0000000000e+000;1.2466287377e+000;;
5.0000000000e+000;1.2439451480e+000;;
5.0000000000e+000;1.2412854300e+000;;
5.0000000000e+000;1.2386493709e+000;;
5.0000000000e+000;1.2360367593e+000;;
5.0000000000e+000;1.2334473882e+000;;
5.0000000000e+000;1.2308810522e+000;;
5.0000000000e+000;1.2283375503e+000;;
5.0000000000e+000;1.2258166818e+000;;
5.0000000000e+000;1.2233182527e+000;;
5.0000000000e+000;1.2208420688e+000;;
5.0000000000e+000;1.2183879392e+000;;
5.0000000000e+000;1.2159556765e+000;;
5.0000000000e+000;1.2135450956e+000;;
5.0000000000e+000;1.2111560134e+000;;
5.0000000000e+000;1.2087882499e+000;;
5.0000000000e+000;1.2064416270e+000;;
5.0000000000e+000;1.2041159704e+000;;
5.0000000000e+000;1.2018111065e+000;;
5.0000000000e+000;1.1995268664e+000;;
5.0000000000e+000;1.1972630800e+000;;
5.0000000000e+000;1.1950195833e+000;;
5.0000000000e+000;1.1927962125e+000;;
5.0000000000e+000;1.1905928058e+000;;
5.0000000000e+000;1.1884092057e+000;;
5.0000000000e+000;1.1862452544e+000;;
5.0000000000e+000;1.1841007974e+000;;
5.0000000000e+000;1.1819756823e+000;;
5.0000000000e+000;1.1798697583e+000;;
5.0000000000e+000;1.1777828775e+000;;
5.0000000000e+000;1.1757148932e+000;;
5.0000000000e+000;1.1736656621e+000;;
5.0000000000e+000;1.1716350394e+000;;
5.0000000000e+000;1.1696228867e+000;;
5.0000000000e+000;1.1676290644e+000;;
5.0000000000e+000;1.1656534360e+000;;
5.0000000000e+000;1.1636958667e+000;;
5.0000000000e+000;1.1617562229e+000;;
5.0000000000e+000;1.1598343735e+000;;
5.0000000000e+000;1.1579301896e+000;;
5.0000000000e+000;1.1560435419e+000;;
5.0000000000e+000;1.1541743053e+000;;
5.0000000000e+000;1.1523223550e+000;;
5.0000000000e+000;1.1504875690e+000;;
5.0000000000e+000;1.1486698243e+000;;
5.0000000000e+000;1.1468690030e+000;;
5.0000000000e+000;1.1450849866e+000;;
5.0000000000e+000;1.1433176582e+000;;
5.0000000000e+000;1.1415669042e+000;;
5.0000000000e+000;1.1398326101e+000;;
5.0000000000e+000;1.1381146644e+000;;
5.0000000000e+000;1.1364129567e+000;;
5.0000000000e+000;1.1347273783e+000;;
5.0000000000e+000;1.1330578218e+000;;
5.0000000000e+000;1.1314041810e+000;;
5.0000000000e+000;1.1297663512e+000;;
5.0000000000e+000;1.1281442292e+000;;
5.0000000000e+000;1.1265377134e+000;;
5.0000000000e+000;1.1249467030e+000;;
5.0000000000e+000;1.1233710988e+000;;
5.0000000000e+000;1.1218108032e+000;;
5.0000000000e+000;1.1202657193e+000;;
5.0000000000e+000;1.1187357520e+000;;
5.0000000000e+000;1.1172208071e+000;;
5.0000000000e+000;1.1157207918e+000;;
5.0000000000e+000;1.1142356147e+000;;
5.0000000000e+000;1.1127651853e+000;;
5.0000000000e+000;1.1113094146e+000;;
5.0000000000e+000;1.1098682144e+000;;
5.0000000000e+000;1.1084414980e+000;;
5.0000000000e+000;1.1070291798e+000;;
5.0000000000e+000;1.1056311753e+000;;
5.0000000000e+000;1.1042474011e+000;;
5.0000000000e+000;1.1028777750e+000;;
5.0000000000e+000;1.1015222157e+000;;
5.0000000000e+000;1.1001806431e+000;;
5.0000000000e+000;1.0988529784e+000;;
5.0000000000e+000;1.0975391435e+000;;
5.0000000000e+000;1.0962390616e+000;;
5.0000000000e+000;1.0949526568e+000;;
5.0000000000e+000;1.0936798540e+000;;
5.0000000000e+000;1.0924205798e+000;;
5.0000000000e+000;1.0911747612e+000;;
5.0000000000e+000;1.0899423263e+000;;
5.0000000000e+000;1.0887232043e+000;;
5.0000000000e+000;1.0875173253e+000;;
5.0000000000e+000;1.0863246203e+000;;
5.0000000000e+000;1.0851450213e+000;;
5.0000000000e+000;1.0839784615e+000;;
5.0000000000e+000;1.0828248744e+000;;
5.0000000000e+000;1.0816841950e+000;;
5.0000000000e+000;1.0805563588e+000;;
5.0000000000e+000;1.0794413026e+000;;
5.0000000000e+000;1.0783389638e+000;;
5.0000000000e+000;1.0772492806e+000;;
5.0000000000e+000;1.0761721922e+000;;
5.0000000000e+000;1.0751076389e+000;;
5.0000000000e+000;1.0740555614e+000;;
5.0000000000e+000;1.0730159015e+000;;
5.0000000000e+000;1.0719886017e+000;;
5.0000000000e+000;1.0709736055e+000;;
5.0000000000e+000;1.0699708571e+000;;
5.0000000000e+000;1.0689803014e+000;;
5.0000000000e+000;1.0680018843e+000;;
5.0000000000e+000;1.0670355525e+000;;
5.0000000000e+000;1.0660812532e+000;;
5.0000000000e+000;1.0651389347e+000;;
5.0000000000e+000;1.0642085458e+000;;
5.0000000000e+000;1.0632900363e+000;;
5.0000000000e+000;1.0623833566e+000;;
5.0000000000e+000;1.0614884578e+000;;
5.0000000000e+000;1.0606052920e+000;;
5.0000000000e+000;1.0597338116e+000;;
5.0000000000e+000;1.0588739703e+000;;
5.0000000000e+000;1.0580257219e+000;;
5.0000000000e+000;1.0571890214e+000;;
5.0000000000e+000;1.0563638242e+000;;
5.0000000000e+000;1.0555500866e+000;;
5.0000000000e+000;1.0547477654e+000;;
5.0000000000e+000;1.0539568183e+000;;
5.0000000000e+000;1.0531772036e+000;;
5.0000000000e+000;1.0524088801e+000;;
5.0000000000e+000;1.0516518076e+000;;
5.0000000000e+000;1.0509059462e+000;;
5.0000000000e+000;1.0501712570e+000;;
5.0000000000e+000;1.0494477016e+000;;
5.0000000000e+000;1.0487352422e+000;;
5.0000000000e+000;1.0480338417e+000;;
5.0000000000e+000;1.0473434636e+000;;
5.0000000000e+000;1.0466640721e+000;;
5.0000000000e+000;1.0459956320e+000;;
5.0000000000e+000;1.0453381087e+000;;
5.0000000000e+000;1.0446914683e+000;;
5.0000000000e+000;1.0440556774e+000;;
5.0000000000e+000;1.0434307033e+000;;
5.0000000000e+000;1.0428165138e+000;;
5.0000000000e+000;1.0422130775e+000;;
5.0000000000e+000;1.0416203633e+000;;
5.0000000000e+000;1.0410383411e+000;;
5.0000000000e+000;1.0404669809e+000;;
5.0000000000e+000;1.0399062538e+000;;
5.0000000000e+000;1.0393561310e+000;;
5.0000000000e+000;1.0388165847e+000;;
5.0000000000e+000;1.0382875873e+000;;
5.0000000000e+000;1.0377691121e+000;;
5.0000000000e+000;1.0372611327e+000;;
5.0000000000e+000;1.0367636235e+000;;
5.0000000000e+000;1.0362765593e+000;;
5.0000000000e+000;1.0357999154e+000;;
5.0000000000e+000;1.0353336679e+000;;
5.0000000000e+000;1.0348777933e+000;;
5.0000000000e+000;1.0344322686e+000;;
5.0000000000e+000;1.0339970714e+000;;
5.0000000000e+000;1.0335721798e+000;;
5.0000000000e+000;1.0331575727e+000;;
5.0000000000e+000;1.0327532291e+000;;
5.0000000000e+000;1.0323591288e+000;;
5.0000000000e+000;1.0319752522e+000;;
5.0000000000e+000;1.0316015801e+000;;
5.0000000000e+000;1.0312380937e+000;;
5.0000000000e+000;1.0308847751e+000;;
5.0000000000e+000;1.0305416065e+000;;
5.0000000000e+000;1.0302085709e+000;;
5.0000000000e+000;1.0298856518e+000;;
5.0000000000e+000;1.0295728330e+000;;
5.0000000000e+000;1.0292700991e+000;;
5.0000000000e+000;1.0289774350e+000;;
5.0000000000e+000;1.0286948263e+000;;
5.0000000000e+000;1.0284222588e+000;;
5.0000000000e+000;1.0281597192e+000;;
5.0000000000e+000;1.0279071944e+000;;
5.0000000000e+000;1.0276646719e+000;;
5.0000000000e+000;1.0274321399e+000;;
5.0000000000e+000;1.0272095867e+000;;
5.0000000000e+000;1.0269970013e+000;;
5.0000000000e+000;1.0267943734e+000;;
5.0000000000e+000;1.0266016929e+000;;
5.0000000000e+000;1.0264189503e+000;;
5.0000000000e+000;1.0262461367e+000;;
5.0000000000e+000;1.0260832434e+000;;
5.0000000000e+000;1.0259302625e+000;;
5.0000000000e+000;1.0257871865e+000;;
5.0000000000e+000;1.0256540083e+000;;
5.0000000000e+000;1.0255307214e+000;;
5.0000000000e+000;1.0254173197e+000;;
5.0000000000e+000;1.0253137976e+000;;
5.0000000000e+000;1.0252201502e+000;;
5.0000000000e+000;1.0251363726e+000;;
5.0000000000e+000;1.0250624610e+000;;
5.0000000000e+000;1.0249984115e+000;;
5.0000000000e+000;1.0249442211e+000;;
5.0000000000e+000;1.0248998872e+000;;
5.0000000000e+000;1.0248654075e+000;;
5.0000000000e+000;1.0248407803e+000;;
5.0000000000e+000;1.0248260045e+000;;
5.0000000000e+000;1.0248210793e+000;;
5.5000000000e+000;3.6729011883e+001;;
5.5000000000e+000;3.6885254303e+001;;
5.5000000000e+000;3.7333343234e+001;;
5.5000000000e+000;3.7910607345e+001;;
5.5000000000e+000;3.4480628659e+001;;
5.5000000000e+000;4.3203550441e+001;;
5.5000000000e+000;4.8793228799e+001;;
5.5000000000e+000;5.3866137511e+001;;
5.5000000000e+000;1.5401363001e+001;;
5.5000000000e+000;8.3850140956e+001;;
5.5000000000e+000;8.3225698076e+001;;
5.5000000000e+000;1.3930885292e+002;;
5.5000000000e+000;2.2699386236e+002;;
5.5000000000e+000;2.8718656559e+001;;
5.5000000000e+000;6.8222062110e+001;;
5.5000000000e+000;1.8332985357e+002;;
5.5000000000e+000;3.2870835451e+002;;
5.5000000000e+000;7.2293518624e+001;;
5.5000000000e+000;5.9895972601e+001;;
5.5000000000e+000;1.8301795274e+002;;
5.5000000000e+000;3.0148319294e+002;;
5.5000000000e+000;1.3211754499e+002;;
5.5000000000e+000;1.3528042461e+002;;
5.5000000000e+000;2.2450205607e+002;;
5.5000000000e+000;2.0456805041e+002;;
5.5000000000e+000;7.2007803109e+001;;
5.5000000000e+000;4.5785966581e+001;;
5.5000000000e+000;3.4354206376e+001;;
5.5000000000e+000;2.7775963060e+001;;
5.5000000000e+000;2.3417150321e+001;;
5.5000000000e+000;2.0281619396e+001;;
5.5000000000e+000;1.7907143661e+001;;
5.5000000000e+000;1.6048989217e+001;;
5.5000000000e+000;1.4565955948e+001;;
5.5000000000e+000;1.3372733994e+001;;
5.5000000000e+000;1.2418254551e+001;;
5.5000000000e+000;1.1676256064e+001;;
5.5000000000e+000;1.1143656737e+001;;
5.5000000000e+000;1.0847531434e+001;;
5.5000000000e+000;1.0869524111e+001;;
5.5000000000e+000;1.1422222747e+001;;
5.5000000000e+000;1.3142957667e+001;;
5.5000000000e+000;1.8911618518e+001;;
5.5000000000e+000;1.0271223741e+002;;
5.5000000000e+000;1.5044632778e+001;;
5.5000000000e+000;5.2579678637e+000;;
5.5000000000e+000;2.8273388681e+000;;
5.5000000000e+000;1.9903633903e+000;;
5.5000000000e+000;1.6874877652e+000;;
5.5000000000e+000;1.5771972150e+000;;
5.5000000000e+000;1.5493987794e+000;;
5.5000000000e+000;1.5780599186e+000;;
5.5000000000e+000;1.6649854702e+000;;
5.5000000000e+000;1.8195031001e+000;;
5.5000000000e+000;2.0520228223e+000;;
5.5000000000e+000;2.3740777505e+000;;
5.5000000000e+000;2.8017498017e+000;;
5.5000000000e+000;3.3613173127e+000;;
5.5000000000e+000;4.0980013325e+000;;
5.5000000000e+000;5.0924450905e+000;;
5.5000000000e+000;6.4971715365e+000;;
5.5000000000e+000;8.6313195377e+000;;
5.5000000000e+000;1.2282781567e+001;;
5.5000000000e+000;2.0050087037e+001;;
5.5000000000e+000;4.8503678799e+001;;
5.5000000000e+000;1.4494219727e+002;;
5.5000000000e+000;3.0165952011e+001;;
5.5000000000e+000;1.7073975238e+001;;
5.5000000000e+000;1.1966035941e+001;;
5.5000000000e+000;9.2102342184e+000;;
5.5000000000e+000;7.4602205310e+000;;
5.5000000000e+000;6.2296720180e+000;;
5.5000000000e+000;5.2993569445e+000;;
5.5000000000e+000;4.5550344083e+000;;
5.5000000000e+000;3.9302886020e+000;;
5.5000000000e+000;3.3826313775e+000;;
5.5000000000e+000;2.8820447083e+000;;
5.5000000000e+000;2.4047572506e+000;;
5.5000000000e+000;1.9292768694e+000;;
5.5000000000e+000;1.4340139435e+000;;
5.5000000000e+000;9.0154938949e-001;;
5.5000000000e+000;4.3427969891e-001;;
5.5000000000e+000;8.9958722034e-001;;
5.5000000000e+000;2.1660533767e+000;;
5.5000000000e+000;4.4710840759e+000;;
5.5000000000e+000;1.0068301549e+001;;
5.5000000000e+000;4.9279884658e+001;;
5.5000000000e+000;2.7453537729e+001;;
5.5000000000e+000;1.2398437330e+001;;
5.5000000000e+000;8.5244780037e+000;;
5.5000000000e+000;6.7050953960e+000;;
5.5000000000e+000;5.6228942662e+000;;
5.5000000000e+000;4.8885018112e+000;;
5.5000000000e+000;4.3452989345e+000;;
5.5000000000e+000;3.9176954435e+000;;
5.5000000000e+000;3.5643159620e+000;;
5.5000000000e+000;3.2601705949e+000;;
5.5000000000e+000;2.9887852428e+000;;
5.5000000000e+000;2.7383114533e+000;;
5.5000000000e+000;2.4994112007e+000;;
5.5000000000e+000;2.2641016015e+000;;
5.5000000000e+000;2.0255022722e+000;;
5.5000000000e+000;1.7798393509e+000;;
5.5000000000e+000;1.5375053378e+000;;
5.5000000000e+000;1.3739813521e+000;;
5.5000000000e+000;1.5966410621e+000;;
5.5000000000e+000;2.9397821416e+000;;
5.5000000000e+000;8.2183268390e+000;;
5.5000000000e+000;1.0298300337e+002;;
5.5000000000e+000;1.0737346675e+001;;
5.5000000000e+000;6.6260845405e+000;;
5.5000000000e+000;5.1548493006e+000;;
5.5000000000e+000;4.3866418284e+000;;
5.5000000000e+000;3.9073173675e+000;;
5.5000000000e+000;3.5752265051e+000;;
5.5000000000e+000;3.3288978188e+000;;
5.5000000000e+000;3.1374336519e+000;;
5.5000000000e+000;2.9837031737e+000;;
5.5000000000e+000;2.8575707848e+000;;
5.5000000000e+000;2.7528397566e+000;;
5.5000000000e+000;2.6657825021e+000;;
5.5000000000e+000;2.5944664632e+000;;
5.5000000000e+000;2.5385963799e+000;;
5.5000000000e+000;2.4998847348e+000;;
5.5000000000e+000;2.4833421277e+000;;
5.5000000000e+000;2.5008283764e+000;;
5.5000000000e+000;2.5816589868e+000;;
5.5000000000e+000;2.8115352913e+000;;
5.5000000000e+000;3.5401243383e+000;;
5.5000000000e+000;8.2160702179e+000;;
5.5000000000e+000;6.9820069326e+000;;
5.5000000000e+000;2.7028029234e+000;;
5.5000000000e+000;2.0702515822e+000;;
5.5000000000e+000;1.8682420089e+000;;
5.5000000000e+000;1.7739625640e+000;;
5.5000000000e+000;1.7165921190e+000;;
5.5000000000e+000;1.6747359947e+000;;
5.5000000000e+000;1.6404946294e+000;;
5.5000000000e+000;1.6105075494e+000;;
5.5000000000e+000;1.5831836362e+000;;
5.5000000000e+000;1.5577011244e+000;;
5.5000000000e+000;1.5336034430e+000;;
5.5000000000e+000;1.5106181813e+000;;
5.5000000000e+000;1.4885732348e+000;;
5.5000000000e+000;1.4673524748e+000;;
5.5000000000e+000;1.4468730079e+000;;
5.5000000000e+000;1.4270725806e+000;;
5.5000000000e+000;1.4079021592e+000;;
5.5000000000e+000;1.3893214202e+000;;
5.5000000000e+000;1.3712961610e+000;;
5.5000000000e+000;1.3537969040e+000;;
5.5000000000e+000;1.3367971066e+000;;
5.5000000000e+000;1.3202729339e+000;;
5.5000000000e+000;1.3042028569e+000;;
5.5000000000e+000;1.2885667573e+000;;
5.5000000000e+000;1.2733461444e+000;;
5.5000000000e+000;1.2585236876e+000;;
5.5000000000e+000;1.2440833502e+000;;
5.5000000000e+000;1.2300098037e+000;;
5.5000000000e+000;1.2162888249e+000;;
5.5000000000e+000;1.2029069019e+000;;
5.5000000000e+000;1.1898512500e+000;;
5.5000000000e+000;1.1771098254e+000;;
5.5000000000e+000;1.1646711852e+000;;
5.5000000000e+000;1.1525243769e+000;;
5.5000000000e+000;1.1406592206e+000;;
5.5000000000e+000;1.1290658311e+000;;
5.5000000000e+000;1.1177348362e+000;;
5.5000000000e+000;1.1066573286e+000;;
5.5000000000e+000;1.0958248774e+000;;
5.5000000000e+000;1.0852293130e+000;;
5.5000000000e+000;1.0748628975e+000;;
5.5000000000e+000;1.0647182999e+000;;
5.5000000000e+000;1.0547884213e+000;;
5.5000000000e+000;1.0450665073e+000;;
5.5000000000e+000;1.0355460716e+000;;
5.5000000000e+000;1.0262209489e+000;;
5.5000000000e+000;1.0170851648e+000;;
5.5000000000e+000;1.0081330789e+000;;
5.5000000000e+000;9.9935924800e-001;;
5.5000000000e+000;9.9075831918e-001;;
5.5000000000e+000;9.8232541095e-001;;
5.5000000000e+000;9.7405561430e-001;;
5.5000000000e+000;9.6594428142e-001;;
5.5000000000e+000;9.5798699227e-001;;
5.5000000000e+000;9.5017938081e-001;;
5.5000000000e+000;9.4251739669e-001;;
5.5000000000e+000;9.3499702848e-001;;
5.5000000000e+000;9.2761443324e-001;;
5.5000000000e+000;9.2036596825e-001;;
5.5000000000e+000;9.1324803038e-001;;
5.5000000000e+000;9.0625721156e-001;;
5.5000000000e+000;8.9939022230e-001;;
5.5000000000e+000;8.9264380261e-001;;
5.5000000000e+000;8.8601495683e-001;;
5.5000000000e+000;8.7950068055e-001;;
5.5000000000e+000;8.7309809272e-001;;
5.5000000000e+000;8.6680441665e-001;;
5.5000000000e+000;8.6061698319e-001;;
5.5000000000e+000;8.5453319914e-001;;
5.5000000000e+000;8.4855053873e-001;;
5.5000000000e+000;8.4266660443e-001;;
5.5000000000e+000;8.3687903891e-001;;
5.5000000000e+000;8.3118554844e-001;;
5.5000000000e+000;8.2558397769e-001;;
5.5000000000e+000;8.2007213205e-001;;
5.5000000000e+000;8.1464800390e-001;;
5.5000000000e+000;8.0930957148e-001;;
5.5000000000e+000;8.0405488756e-001;;
5.5000000000e+000;7.9888209057e-001;;
5.5000000000e+000;7.9378934733e-001;;
5.5000000000e+000;7.8877488734e-001;;
5.5000000000e+000;7.8383698545e-001;;
5.5000000000e+000;7.7897401433e-001;;
5.5000000000e+000;7.7418431370e-001;;
5.5000000000e+000;7.6946633689e-001;;
5.5000000000e+000;7.6481855664e-001;;
5.5000000000e+000;7.6023949142e-001;;
5.5000000000e+000;7.5572769321e-001;;
5.5000000000e+000;7.5128177191e-001;;
5.5000000000e+000;7.4690037069e-001;;
5.5000000000e+000;7.4258215936e-001;;
5.5000000000e+000;7.3832586259e-001;;
5.5000000000e+000;7.3413022775e-001;;
5.5000000000e+000;7.2999404016e-001;;
5.5000000000e+000;7.2591610043e-001;;
5.5000000000e+000;7.2189528039e-001;;
5.5000000000e+000;7.1793044821e-001;;
5.5000000000e+000;7.1402052421e-001;;
5.5000000000e+000;7.1016440711e-001;;
5.5000000000e+000;7.0636111387e-001;;
5.5000000000e+000;7.0260960703e-001;;
5.5000000000e+000;6.9890890442e-001;;
5.5000000000e+000;6.9525807138e-001;;
5.5000000000e+000;6.9165615140e-001;;
5.5000000000e+000;6.8810224219e-001;;
5.5000000000e+000;6.8459545874e-001;;
5.5000000000e+000;6.8113493491e-001;;
5.5000000000e+000;6.7771982999e-001;;
5.5000000000e+000;6.7434932116e-001;;
5.5000000000e+000;6.7102260523e-001;;
5.5000000000e+000;6.6773891037e-001;;
5.5000000000e+000;6.6449745574e-001;;
5.5000000000e+000;6.6129750623e-001;;
5.5000000000e+000;6.5813833226e-001;;
5.5000000000e+000;6.5501922310e-001;;
5.5000000000e+000;6.5193948339e-001;;
5.5000000000e+000;6.4889843962e-001;;
5.5000000000e+000;6.4589541585e-001;;
5.5000000000e+000;6.4292980480e-001;;
5.5000000000e+000;6.4000093657e-001;;
5.5000000000e+000;6.3710820637e-001;;
5.5000000000e+000;6.3425101835e-001;;
5.5000000000e+000;6.3142877019e-001;;
5.5000000000e+000;6.2864089757e-001;;
5.5000000000e+000;6.2588683140e-001;;
5.5000000000e+000;6.2316602598e-001;;
5.5000000000e+000;6.2047793952e-001;;
5.5000000000e+000;6.1782204943e-001;;
5.5000000000e+000;6.1519783750e-001;;
5.5000000000e+000;6.1260479913e-001;;
5.5000000000e+000;6.1004244807e-001;;
5.5000000000e+000;6.0751029612e-001;;
5.5000000000e+000;6.0500787570e-001;;
5.5000000000e+000;6.0253472195e-001;;
5.5000000000e+000;6.0009038919e-001;;
5.5000000000e+000;5.9767442814e-001;;
5.5000000000e+000;5.9528640970e-001;;
5.5000000000e+000;5.9292590720e-001;;
5.5000000000e+000;5.9059251448e-001;;
5.5000000000e+000;5.8828581509e-001;;
5.5000000000e+000;5.8600541435e-001;;
5.5000000000e+000;5.8375092568e-001;;
5.5000000000e+000;5.8152195920e-001;;
5.5000000000e+000;5.7931815054e-001;;
5.5000000000e+000;5.7713912941e-001;;
5.5000000000e+000;5.7498453355e-001;;
5.5000000000e+000;5.7285401906e-001;;
5.5000000000e+000;5.7074723214e-001;;
5.5000000000e+000;5.6866383951e-001;;
5.5000000000e+000;5.6660350999e-001;;
5.5000000000e+000;5.6456591530e-001;;
5.5000000000e+000;5.6255074087e-001;;
5.5000000000e+000;5.6055767321e-001;;
5.5000000000e+000;5.5858640495e-001;;
5.5000000000e+000;5.5663663988e-001;;
5.5000000000e+000;5.5470807818e-001;;
5.5000000000e+000;5.5280043487e-001;;
5.5000000000e+000;5.5091342445e-001;;
5.5000000000e+000;5.4904676870e-001;;
5.5000000000e+000;5.4720019730e-001;;
5.5000000000e+000;5.4537344086e-001;;
5.5000000000e+000;5.4356623820e-001;;
5.5000000000e+000;5.4177832978e-001;;
5.5000000000e+000;5.4000946495e-001;;
5.5000000000e+000;5.3825939465e-001;;
5.5000000000e+000;5.3652787462e-001;;
5.5000000000e+000;5.3481466715e-001;;
5.5000000000e+000;5.3311953582e-001;;
5.5000000000e+000;5.3144225192e-001;;
5.5000000000e+000;5.2978259045e-001;;
5.5000000000e+000;5.2814032219e-001;;
5.5000000000e+000;5.2651523687e-001;;
5.5000000000e+000;5.2490711691e-001;;
5.5000000000e+000;5.2331575340e-001;;
5.5000000000e+000;5.2174093767e-001;;
5.5000000000e+000;5.2018246814e-001;;
5.5000000000e+000;5.1864014427e-001;;
5.5000000000e+000;5.1711377194e-001;;
5.5000000000e+000;5.1560315738e-001;;
5.5000000000e+000;5.1410811168e-001;;
5.5000000000e+000;5.1262844858e-001;;
5.5000000000e+000;5.1116398584e-001;;
5.5000000000e+000;5.0971454451e-001;;
5.5000000000e+000;5.0827994824e-001;;
5.5000000000e+000;5.0686002257e-001;;
5.5000000000e+000;5.0545459962e-001;;
5.5000000000e+000;5.0406350816e-001;;
5.5000000000e+000;5.0268658667e-001;;
5.5000000000e+000;5.0132367239e-001;;
5.5000000000e+000;4.9997460688e-001;;
